transaction_id,product,branch,city,customer_type,quantity,unit_price,payment_method,rating,sales
385,Milk,C,Mumbai,Normal,9,54.0,Credit Card,4.63,486.0
386,Snacks,C,Mumbai,Member,6,72.0,Debit Card,4.54,432.0
387,Milk,A,Lucknow,Normal,6,54.0,UPI,3.29,324.0
388,Coffee,B,Delhi,Normal,5,144.0,Cash,3.73,720.0
389,Snacks,A,Lucknow,Member,1,66.0,Credit Card,4.51,66.0
390,Cheese,B,Delhi,Normal,3,49.5,UPI,4.87,148.5
391,Coffee,A,Lucknow,Normal,5,120.0,UPI,3.08,600.0
392,Milk,A,Lucknow,Normal,3,49.5,Credit Card,4.18,148.5
393,Coffee,C,Mumbai,Member,2,144.0,UPI,3.43,288.0
394,Bread,C,Mumbai,Normal,9,35.0,UPI,4.09,315.0
395,Milk,B,Delhi,Member,3,54.0,UPI,2.27,162.0
396,Milk,B,Delhi,Normal,6,40.5,UPI,4.32,243.0
397,Bread,C,Mumbai,Member,2,35.0,Credit Card,2.49,70.0
398,Juice,B,Delhi,Normal,3,70.0,Debit Card,2.26,210.0
399,Milk,C,Mumbai,Normal,2,45.0,Cash,3.29,90.0
400,Bread,C,Mumbai,Member,5,35.0,UPI,3.8,175.0
401,Tea,A,Lucknow,Member,5,72.0,Credit Card,2.89,360.0
402,Cheese,B,Delhi,Member,8,55.0,UPI,3.91,440.0
403,Milk,B,Delhi,Member,6,40.5,Cash,4.52,243.0
404,Water,C,Mumbai,Member,9,27.5,Credit Card,4.86,247.5
405,Milk,A,Lucknow,Member,10,40.5,UPI,2.12,405.0
406,Cheese,B,Delhi,Normal,9,66.0,Cash,3.21,594.0
407,Bread,B,Delhi,Member,2,38.5,Cash,2.61,77.0
408,Bread,C,Mumbai,Member,7,38.5,UPI,3.31,269.5
409,Coffee,A,Lucknow,Normal,4,108.0,UPI,3.84,432.0
410,Cheese,A,Lucknow,Member,3,60.5,Credit Card,4.1,181.5
411,Bread,C,Mumbai,Normal,6,42.0,UPI,2.38,252.0
412,Tea,B,Delhi,Normal,1,72.0,UPI,2.19,72.0
413,Milk,C,Mumbai,Normal,8,54.0,UPI,4.58,432.0
414,Bread,B,Delhi,Member,3,38.5,Debit Card,4.02,115.5
415,Milk,A,Lucknow,Member,9,45.0,Debit Card,2.04,405.0
416,Cheese,B,Delhi,Member,6,66.0,UPI,4.88,396.0
417,Cheese,B,Delhi,Member,4,66.0,Cash,4.16,264.0
418,Tea,B,Delhi,Member,10,72.0,Cash,4.71,720.0
419,Bread,A,Lucknow,Normal,9,35.0,UPI,3.4,315.0
420,Tea,A,Lucknow,Normal,6,88.0,UPI,2.6,528.0
421,Tea,B,Delhi,Normal,8,80.0,Debit Card,4.33,640.0
422,Coffee,B,Delhi,Member,1,120.0,UPI,3.04,120.0
423,Cheese,C,Mumbai,Normal,1,60.5,Debit Card,4.18,60.5
424,Milk,A,Lucknow,Normal,9,45.0,Cash,2.18,405.0
425,Bread,A,Lucknow,Member,2,38.5,Debit Card,3.56,77.0
426,Juice,C,Mumbai,Member,2,84.0,Cash,3.91,168.0
427,Water,C,Mumbai,Member,10,22.5,Cash,4.89,225.0
428,Coffee,B,Delhi,Normal,5,132.0,Credit Card,4.21,660.0
429,Juice,A,Lucknow,Member,5,84.0,Debit Card,2.41,420.0
430,Milk,A,Lucknow,Normal,2,45.0,Cash,3.22,90.0
431,Juice,B,Delhi,Normal,8,70.0,UPI,2.36,560.0
432,Bread,A,Lucknow,Member,10,38.5,Debit Card,2.98,385.0
433,Milk,B,Delhi,Member,6,45.0,Credit Card,2.78,270.0
434,Bread,B,Delhi,Member,7,31.5,UPI,2.31,220.5
435,Bread,A,Lucknow,Member,1,31.5,UPI,4.47,31.5
436,Juice,C,Mumbai,Normal,10,63.0,Debit Card,2.22,630.0
437,Milk,A,Lucknow,Member,8,45.0,Debit Card,4.49,360.0
438,Juice,B,Delhi,Member,1,63.0,UPI,3.72,63.0
439,Water,B,Delhi,Normal,1,30.0,UPI,2.64,30.0
440,Bread,B,Delhi,Member,5,38.5,UPI,3.86,192.5
441,Coffee,B,Delhi,Normal,8,132.0,UPI,2.84,1056.0
442,Bread,C,Mumbai,Member,4,42.0,Credit Card,4.41,168.0
443,Cheese,B,Delhi,Normal,6,66.0,Cash,3.7,396.0
444,Juice,A,Lucknow,Member,5,84.0,Cash,2.66,420.0
445,Tea,C,Mumbai,Normal,8,72.0,Credit Card,5.0,576.0
446,Bread,C,Mumbai,Member,4,31.5,UPI,4.45,126.0
447,Cheese,B,Delhi,Normal,10,55.0,Debit Card,4.97,550.0
448,Bread,C,Mumbai,Normal,4,35.0,Debit Card,4.09,140.0
449,Cheese,C,Mumbai,Member,10,60.5,Cash,2.56,605.0
450,Snacks,B,Delhi,Member,3,66.0,UPI,2.7,198.0
451,Coffee,B,Delhi,Member,9,108.0,Cash,3.84,972.0
452,Bread,B,Delhi,Member,3,38.5,UPI,3.76,115.5
453,Bread,B,Delhi,Member,9,31.5,Cash,4.83,283.5
454,Water,B,Delhi,Normal,6,22.5,UPI,2.47,135.0
455,Water,A,Lucknow,Normal,6,30.0,UPI,3.77,180.0
456,Bread,C,Mumbai,Normal,5,42.0,UPI,4.19,210.0
457,Water,C,Mumbai,Normal,3,22.5,Debit Card,4.9,67.5
458,Coffee,A,Lucknow,Normal,8,108.0,Credit Card,2.71,864.0
459,Juice,C,Mumbai,Normal,2,70.0,Cash,2.8,140.0
460,Coffee,B,Delhi,Member,6,108.0,Credit Card,2.14,648.0
461,Snacks,B,Delhi,Normal,3,72.0,Debit Card,3.05,216.0
462,Water,C,Mumbai,Member,8,22.5,UPI,2.22,180.0
463,Cheese,B,Delhi,Normal,1,60.5,Debit Card,2.22,60.5
464,Bread,C,Mumbai,Member,3,42.0,Cash,4.69,126.0
465,Milk,C,Mumbai,Normal,10,49.5,Credit Card,3.29,495.0
466,Bread,A,Lucknow,Member,3,42.0,Cash,4.92,126.0
467,Water,B,Delhi,Member,5,27.5,UPI,3.18,137.5
468,Snacks,B,Delhi,Member,1,60.0,Cash,2.88,60.0
469,Snacks,A,Lucknow,Member,2,60.0,UPI,2.88,120.0
470,Milk,B,Delhi,Normal,2,54.0,Cash,4.68,108.0
471,Tea,B,Delhi,Member,9,72.0,Cash,3.14,648.0
472,Bread,B,Delhi,Normal,1,42.0,Cash,2.68,42.0
473,Tea,C,Mumbai,Member,3,72.0,UPI,3.03,216.0
474,Water,A,Lucknow,Normal,9,25.0,Debit Card,3.26,225.0
475,Snacks,B,Delhi,Member,8,60.0,Cash,4.56,480.0
476,Cheese,B,Delhi,Member,2,55.0,Debit Card,2.5,110.0
477,Coffee,A,Lucknow,Normal,3,120.0,UPI,4.05,360.0
478,Coffee,B,Delhi,Normal,10,120.0,Debit Card,4.74,1200.0
479,Milk,C,Mumbai,Normal,7,40.5,Cash,4.57,283.5
480,Snacks,C,Mumbai,Normal,10,54.0,UPI,2.45,540.0
481,Milk,A,Lucknow,Normal,10,40.5,Debit Card,4.64,405.0
482,Water,C,Mumbai,Normal,7,27.5,Credit Card,3.42,192.5
483,Bread,A,Lucknow,Normal,7,38.5,UPI,4.67,269.5
484,Juice,C,Mumbai,Normal,1,70.0,Debit Card,4.69,70.0
485,Cheese,B,Delhi,Normal,5,60.5,Debit Card,4.57,302.5
486,Milk,B,Delhi,Normal,3,45.0,Credit Card,2.96,135.0
487,Water,B,Delhi,Member,4,22.5,Debit Card,3.22,90.0
488,Snacks,C,Mumbai,Member,1,66.0,UPI,4.13,66.0
489,Water,C,Mumbai,Member,9,25.0,UPI,4.63,225.0
490,Coffee,A,Lucknow,Normal,4,108.0,UPI,3.08,432.0
491,Coffee,B,Delhi,Normal,6,132.0,Credit Card,2.37,792.0
492,Cheese,B,Delhi,Normal,6,55.0,UPI,4.61,330.0
493,Juice,B,Delhi,Member,3,77.0,UPI,3.16,231.0
494,Bread,C,Mumbai,Member,4,35.0,Credit Card,2.81,140.0
495,Water,B,Delhi,Member,1,22.5,Credit Card,3.8,22.5
496,Cheese,C,Mumbai,Normal,5,55.0,Credit Card,4.13,275.0
497,Tea,B,Delhi,Normal,7,96.0,UPI,3.4,672.0
498,Water,C,Mumbai,Normal,1,22.5,Cash,3.78,22.5
499,Tea,B,Delhi,Member,2,88.0,Cash,2.83,176.0
500,Juice,C,Mumbai,Normal,5,77.0,UPI,3.55,385.0
